<<<<<<< HEAD
<<<<<<< HEAD
Iteration1 loss=7.606295585632324 loss1=0.6900837421417236 loss2=6.9162116050720215
Iteration331 loss=7.275341033935547 loss1=0.6936558485031128 loss2=6.5816850662231445
Iteration332 loss=6.429311752319336 loss1=0.6939057111740112 loss2=5.735405921936035
Iteration333 loss=6.901426792144775 loss1=0.6931444406509399 loss2=6.208282470703125
Iteration334 loss=6.205399036407471 loss1=0.6933523416519165 loss2=5.512046813964844
Iteration335 loss=5.892247200012207 loss1=0.6924543380737305 loss2=5.199792861938477
Iteration336 loss=7.335204601287842 loss1=0.692467987537384 loss2=6.642736434936523
Iteration337 loss=6.919410228729248 loss1=0.6933901906013489 loss2=6.226019859313965
Iteration338 loss=6.467086315155029 loss1=0.6940733194351196 loss2=5.773013114929199
Iteration339 loss=5.2534332275390625 loss1=0.6932963132858276 loss2=4.560136795043945
Iteration340 loss=6.906887531280518 loss1=0.692823052406311 loss2=6.214064598083496
Iteration341 loss=6.312216281890869 loss1=0.6931167244911194 loss2=5.6190996170043945
Iteration342 loss=6.780772686004639 loss1=0.6932064890861511 loss2=6.087566375732422
Iteration343 loss=5.906844139099121 loss1=0.6928431987762451 loss2=5.214001178741455
Iteration344 loss=6.256085395812988 loss1=0.6930979490280151 loss2=5.562987327575684
Iteration345 loss=6.166534900665283 loss1=0.6932989954948425 loss2=5.473236083984375
Iteration346 loss=6.437024116516113 loss1=0.6927434206008911 loss2=5.744280815124512
Iteration347 loss=6.207568168640137 loss1=0.6922712326049805 loss2=5.515296936035156
Iteration348 loss=7.5720391273498535 loss1=0.6942993402481079 loss2=6.877739906311035
Iteration349 loss=6.697038173675537 loss1=0.6924405694007874 loss2=6.0045976638793945
Iteration350 loss=6.762238502502441 loss1=0.6933839321136475 loss2=6.068854331970215
Iteration351 loss=6.137730121612549 loss1=0.6929221153259277 loss2=5.444808006286621
Iteration352 loss=5.345937252044678 loss1=0.6948345303535461 loss2=4.651102542877197
Iteration353 loss=5.872373104095459 loss1=0.6929141283035278 loss2=5.179459095001221
Iteration354 loss=6.874242782592773 loss1=0.6939764022827148 loss2=6.180266380310059
Iteration355 loss=5.0946946144104 loss1=0.6934359669685364 loss2=4.40125846862793
Iteration356 loss=4.869460105895996 loss1=0.692840576171875 loss2=4.176619529724121
Iteration357 loss=7.327540397644043 loss1=0.6939421892166138 loss2=6.633598327636719
Iteration358 loss=5.928231239318848 loss1=0.6942188739776611 loss2=5.234012603759766
Iteration359 loss=5.305380821228027 loss1=0.6931340098381042 loss2=4.612246990203857
Iteration360 loss=7.627562999725342 loss1=0.6936020851135254 loss2=6.933960914611816
Iteration361 loss=6.493348598480225 loss1=0.6936331391334534 loss2=5.799715518951416
Iteration362 loss=6.8882551193237305 loss1=0.693666398525238 loss2=6.194588661193848
Iteration363 loss=5.518385887145996 loss1=0.6930674314498901 loss2=4.825318336486816
Iteration364 loss=6.244875907897949 loss1=0.6923435926437378 loss2=5.552532196044922
Iteration365 loss=6.6424150466918945 loss1=0.6919238567352295 loss2=5.950490951538086
Iteration366 loss=7.2308220863342285 loss1=0.6927838325500488 loss2=6.53803825378418
Iteration367 loss=5.254423141479492 loss1=0.6929702758789062 loss2=4.561452865600586
Iteration368 loss=7.535982131958008 loss1=0.6936957836151123 loss2=6.842286109924316
Iteration369 loss=5.748069763183594 loss1=0.692516028881073 loss2=5.055553913116455
Iteration370 loss=6.37907600402832 loss1=0.6923215389251709 loss2=5.68675422668457
Iteration371 loss=6.2955522537231445 loss1=0.6932247877120972 loss2=5.602327346801758
Iteration372 loss=6.626628398895264 loss1=0.6942670941352844 loss2=5.932361125946045
Iteration373 loss=6.360165119171143 loss1=0.6938261389732361 loss2=5.666338920593262
Iteration374 loss=7.507887363433838 loss1=0.6931019425392151 loss2=6.814785480499268
Iteration375 loss=5.412367343902588 loss1=0.6933615803718567 loss2=4.719005584716797
Iteration376 loss=5.339075565338135 loss1=0.693565845489502 loss2=4.645509719848633
Iteration377 loss=4.753393173217773 loss1=0.6926127076148987 loss2=4.0607805252075195
Iteration378 loss=6.253270149230957 loss1=0.6931020617485046 loss2=5.560168266296387
Iteration379 loss=6.3514323234558105 loss1=0.692956268787384 loss2=5.658475875854492
Iteration380 loss=5.8270158767700195 loss1=0.6932518482208252 loss2=5.133763790130615
Iteration381 loss=5.377556800842285 loss1=0.693008542060852 loss2=4.684548377990723
Iteration382 loss=5.934807300567627 loss1=0.6937446594238281 loss2=5.241062641143799
Iteration383 loss=6.22782564163208 loss1=0.6918807029724121 loss2=5.535944938659668
Iteration384 loss=6.352232933044434 loss1=0.6929725408554077 loss2=5.659260272979736
Iteration385 loss=6.372627258300781 loss1=0.6920801401138306 loss2=5.68054723739624
Iteration386 loss=6.764909267425537 loss1=0.6933503150939941 loss2=6.071558952331543
Iteration387 loss=5.4364013671875 loss1=0.6922900676727295 loss2=4.744111061096191
Iteration388 loss=6.536747932434082 loss1=0.6924312114715576 loss2=5.844316482543945
Iteration389 loss=6.547910690307617 loss1=0.6935079097747803 loss2=5.854402542114258
Iteration390 loss=5.550227165222168 loss1=0.6937235593795776 loss2=4.856503486633301
Iteration391 loss=6.817363739013672 loss1=0.6931564807891846 loss2=6.124207496643066
Iteration392 loss=5.849339008331299 loss1=0.6925099492073059 loss2=5.156828880310059
Iteration393 loss=5.4480299949646 loss1=0.6933390498161316 loss2=4.754691123962402
Iteration394 loss=6.0040788650512695 loss1=0.6928594708442688 loss2=5.311219215393066
Iteration395 loss=6.0839433670043945 loss1=0.6929293870925903 loss2=5.391014099121094
Iteration396 loss=5.2506818771362305 loss1=0.6929388046264648 loss2=4.557743072509766
Iteration397 loss=5.85249137878418 loss1=0.6942529678344727 loss2=5.158238410949707
Iteration398 loss=5.491940498352051 loss1=0.6932809352874756 loss2=4.798659324645996
Iteration399 loss=6.08699369430542 loss1=0.6919093728065491 loss2=5.395084381103516
Iteration400 loss=6.551688194274902 loss1=0.6946238279342651 loss2=5.857064247131348
testacc:0.33219498992795715
Iteration401 loss=5.230413436889648 loss1=0.693877637386322 loss2=4.536535739898682
Iteration402 loss=6.629002571105957 loss1=0.6928098201751709 loss2=5.936192989349365
Iteration403 loss=6.8381667137146 loss1=0.6926871538162231 loss2=6.145479679107666
Iteration404 loss=6.409725666046143 loss1=0.6933180689811707 loss2=5.716407775878906
Iteration405 loss=5.522115707397461 loss1=0.6931402087211609 loss2=4.828975677490234
Iteration406 loss=6.276083946228027 loss1=0.693365216255188 loss2=5.582718849182129
Iteration407 loss=6.156951904296875 loss1=0.6939612627029419 loss2=5.462990760803223
Iteration408 loss=6.675225257873535 loss1=0.6934776902198792 loss2=5.981747627258301
Iteration409 loss=5.4134907722473145 loss1=0.6947770118713379 loss2=4.718713760375977
Iteration410 loss=6.935770034790039 loss1=0.6941797733306885 loss2=6.2415900230407715
Iteration411 loss=6.049455165863037 loss1=0.693149209022522 loss2=5.356306076049805
Iteration412 loss=6.065920352935791 loss1=0.693458080291748 loss2=5.372462272644043
Iteration413 loss=6.823665142059326 loss1=0.6923496127128601 loss2=6.1313157081604
Iteration414 loss=7.009902000427246 loss1=0.6933940649032593 loss2=6.316507816314697
Iteration415 loss=5.067821502685547 loss1=0.6921998858451843 loss2=4.375621795654297
Iteration416 loss=5.862274169921875 loss1=0.692710816860199 loss2=5.169563293457031
Iteration417 loss=7.155738830566406 loss1=0.6932857036590576 loss2=6.462453365325928
Iteration418 loss=6.956694602966309 loss1=0.6927387714385986 loss2=6.263956069946289
Iteration419 loss=6.360781669616699 loss1=0.6926379203796387 loss2=5.6681437492370605
Iteration420 loss=7.1090989112854 loss1=0.6929718255996704 loss2=6.4161272048950195
Iteration421 loss=5.982315540313721 loss1=0.6932445764541626 loss2=5.289071083068848
Iteration422 loss=6.551207065582275 loss1=0.6937656998634338 loss2=5.857441425323486
Iteration423 loss=5.29736852645874 loss1=0.692314624786377 loss2=4.605053901672363
Iteration424 loss=5.307950973510742 loss1=0.6934148669242859 loss2=4.614536285400391
Iteration425 loss=6.909398555755615 loss1=0.6926321983337402 loss2=6.216766357421875
Iteration426 loss=5.663348197937012 loss1=0.6926999688148499 loss2=4.970648288726807
Iteration427 loss=5.878049850463867 loss1=0.6922321319580078 loss2=5.185817718505859
Iteration428 loss=7.057814121246338 loss1=0.6933532357215881 loss2=6.3644609451293945
Iteration429 loss=7.441032886505127 loss1=0.6934448480606079 loss2=6.747588157653809
Iteration430 loss=6.311390399932861 loss1=0.6930689811706543 loss2=5.618321418762207
Iteration431 loss=6.29340934753418 loss1=0.6906444430351257 loss2=5.602765083312988
Iteration432 loss=5.931710720062256 loss1=0.6916267275810242 loss2=5.240084171295166
Iteration433 loss=5.853898048400879 loss1=0.6941019892692566 loss2=5.159796237945557
Iteration434 loss=7.592813014984131 loss1=0.6932119131088257 loss2=6.899600982666016
Iteration435 loss=6.127395153045654 loss1=0.6916775703430176 loss2=5.435717582702637
Iteration436 loss=6.128743648529053 loss1=0.6937359571456909 loss2=5.435007572174072
Iteration437 loss=6.081712245941162 loss1=0.6926703453063965 loss2=5.389041900634766
Iteration438 loss=4.957647323608398 loss1=0.6926229000091553 loss2=4.265024662017822
Iteration439 loss=6.984204292297363 loss1=0.6927600502967834 loss2=6.291444301605225
Iteration440 loss=6.213493824005127 loss1=0.6936987042427063 loss2=5.519794940948486
Iteration441 loss=6.307495594024658 loss1=0.6927044987678528 loss2=5.614790916442871
Iteration442 loss=6.038638591766357 loss1=0.6924893260002136 loss2=5.346149444580078
Iteration443 loss=5.976483345031738 loss1=0.6920444965362549 loss2=5.2844390869140625
Iteration444 loss=5.927186489105225 loss1=0.6935373544692993 loss2=5.233649253845215
Iteration445 loss=6.528778076171875 loss1=0.6925961971282959 loss2=5.836181640625
Iteration446 loss=7.030696868896484 loss1=0.6910665035247803 loss2=6.339630126953125
Iteration447 loss=6.737823009490967 loss1=0.6904740929603577 loss2=6.047348976135254
Iteration448 loss=5.931115627288818 loss1=0.6954821944236755 loss2=5.235633373260498
Iteration449 loss=6.735705375671387 loss1=0.6936987042427063 loss2=6.042006492614746
Iteration450 loss=5.74530029296875 loss1=0.6923415660858154 loss2=5.0529584884643555
Iteration451 loss=7.018815517425537 loss1=0.6919283866882324 loss2=6.326887130737305
Iteration452 loss=5.670971393585205 loss1=0.6930821537971497 loss2=4.977889060974121
Iteration453 loss=5.362312316894531 loss1=0.6937139630317688 loss2=4.668598175048828
Iteration454 loss=4.425004482269287 loss1=0.6945562362670898 loss2=3.7304482460021973
Iteration455 loss=4.511325836181641 loss1=0.694350004196167 loss2=3.8169760704040527
Iteration456 loss=5.686854362487793 loss1=0.6901653409004211 loss2=4.9966888427734375
Iteration457 loss=6.8060383796691895 loss1=0.6915591955184937 loss2=6.114479064941406
Iteration458 loss=7.004769802093506 loss1=0.6950670480728149 loss2=6.3097028732299805
Iteration459 loss=5.5320258140563965 loss1=0.6973346471786499 loss2=4.834691047668457
Iteration460 loss=6.596530437469482 loss1=0.6936944127082825 loss2=5.902835845947266
Iteration461 loss=5.631702423095703 loss1=0.6935486793518066 loss2=4.9381537437438965
Iteration462 loss=5.476541996002197 loss1=0.6888939142227173 loss2=4.7876482009887695
Iteration463 loss=7.110718727111816 loss1=0.7002847194671631 loss2=6.410433769226074
Iteration464 loss=6.655482769012451 loss1=0.6919718980789185 loss2=5.963510990142822
Iteration465 loss=6.138342380523682 loss1=0.6921886205673218 loss2=5.44615364074707
Iteration466 loss=7.235714912414551 loss1=0.6940593719482422 loss2=6.541655540466309
Iteration467 loss=6.463281631469727 loss1=0.6951816082000732 loss2=5.768099784851074
Iteration468 loss=6.839458465576172 loss1=0.6960507035255432 loss2=6.143407821655273
Iteration469 loss=6.019428253173828 loss1=0.6935211420059204 loss2=5.325907230377197
Iteration470 loss=6.387702465057373 loss1=0.6949343681335449 loss2=5.692768096923828
Iteration471 loss=5.320242881774902 loss1=0.6925371289253235 loss2=4.6277055740356445
Iteration472 loss=6.643196105957031 loss1=0.6950467228889465 loss2=5.94814920425415
Iteration473 loss=6.281869411468506 loss1=0.6948350071907043 loss2=5.587034225463867
Iteration474 loss=5.836905002593994 loss1=0.6935709714889526 loss2=5.143333911895752
Iteration475 loss=5.748818874359131 loss1=0.6903063058853149 loss2=5.0585126876831055
Iteration476 loss=5.982705116271973 loss1=0.6916732788085938 loss2=5.291031837463379
Iteration477 loss=5.827974796295166 loss1=0.6926294565200806 loss2=5.135345458984375
Iteration478 loss=7.06802225112915 loss1=0.6937291026115417 loss2=6.374293327331543
Iteration479 loss=6.089900970458984 loss1=0.6931191086769104 loss2=5.396781921386719
Iteration480 loss=6.290272235870361 loss1=0.6924852132797241 loss2=5.597786903381348
Iteration481 loss=5.545528411865234 loss1=0.6938154697418213 loss2=4.851712703704834
Iteration482 loss=6.717691421508789 loss1=0.6918706893920898 loss2=6.025820732116699
Iteration483 loss=6.992600440979004 loss1=0.6921675205230713 loss2=6.300433158874512
Iteration484 loss=6.961231231689453 loss1=0.6932632923126221 loss2=6.26796817779541
Iteration485 loss=6.846391677856445 loss1=0.6937806606292725 loss2=6.152610778808594
Iteration486 loss=6.678050994873047 loss1=0.6941044926643372 loss2=5.983946323394775
Iteration487 loss=6.183819770812988 loss1=0.6936957836151123 loss2=5.490123748779297
Iteration488 loss=6.739964962005615 loss1=0.6944975852966309 loss2=6.045467376708984
Iteration489 loss=6.483530521392822 loss1=0.6940555572509766 loss2=5.789474964141846
Iteration490 loss=6.55223274230957 loss1=0.6932098269462585 loss2=5.859023094177246
Iteration491 loss=4.962193965911865 loss1=0.6983159780502319 loss2=4.263877868652344
Iteration492 loss=5.924937725067139 loss1=0.6953972578048706 loss2=5.2295403480529785
Iteration493 loss=6.1750311851501465 loss1=0.6942984461784363 loss2=5.4807329177856445
Iteration494 loss=6.292717456817627 loss1=0.6932616829872131 loss2=5.599455833435059
Iteration495 loss=6.398613929748535 loss1=0.6940276622772217 loss2=5.704586029052734
Iteration496 loss=6.060950756072998 loss1=0.693270206451416 loss2=5.367680549621582
Iteration497 loss=6.886981964111328 loss1=0.6926526427268982 loss2=6.194329261779785
Iteration498 loss=5.483582496643066 loss1=0.6925039887428284 loss2=4.791078567504883
Iteration499 loss=6.69918155670166 loss1=0.6938761472702026 loss2=6.005305290222168
Iteration500 loss=4.210596084594727 loss1=0.693960428237915 loss2=3.5166358947753906
testacc:0.33219498992795715
Iteration501 loss=6.431917667388916 loss1=0.6933049559593201 loss2=5.738612651824951
Iteration502 loss=6.929126262664795 loss1=0.6936856508255005 loss2=6.235440731048584
Iteration503 loss=5.8876848220825195 loss1=0.6920173764228821 loss2=5.195667266845703
Iteration504 loss=5.069134712219238 loss1=0.6930516958236694 loss2=4.376082897186279
Iteration505 loss=6.548213958740234 loss1=0.6933324337005615 loss2=5.854881286621094
Iteration506 loss=5.336524486541748 loss1=0.6944557428359985 loss2=4.642068862915039
Iteration507 loss=6.0775556564331055 loss1=0.6939783692359924 loss2=5.383577346801758
Iteration508 loss=5.788013458251953 loss1=0.6937161087989807 loss2=5.094297409057617
Iteration509 loss=7.001198768615723 loss1=0.6935893297195435 loss2=6.307609558105469
Iteration510 loss=4.529240608215332 loss1=0.6942554712295532 loss2=3.8349850177764893
Iteration511 loss=7.382328987121582 loss1=0.6931260824203491 loss2=6.689202785491943
Iteration512 loss=5.4762163162231445 loss1=0.6932860612869263 loss2=4.782930374145508
Iteration513 loss=6.125236988067627 loss1=0.6923664808273315 loss2=5.432870388031006
Iteration514 loss=5.734463214874268 loss1=0.693199634552002 loss2=5.041263580322266
Iteration515 loss=6.19448709487915 loss1=0.6941094994544983 loss2=5.500377655029297
Iteration516 loss=5.979005813598633 loss1=0.6934778690338135 loss2=5.285528182983398
Iteration517 loss=4.109317779541016 loss1=0.6935924887657166 loss2=3.4157252311706543
Iteration518 loss=5.236454963684082 loss1=0.693017840385437 loss2=4.5434370040893555
Iteration519 loss=5.7885518074035645 loss1=0.6924854516983032 loss2=5.096066474914551
Iteration520 loss=6.184118747711182 loss1=0.6943936347961426 loss2=5.489725112915039
Iteration521 loss=5.711282730102539 loss1=0.6930904388427734 loss2=5.018192291259766
Iteration522 loss=5.8208723068237305 loss1=0.6930491924285889 loss2=5.1278228759765625
Iteration523 loss=6.98162841796875 loss1=0.692611575126648 loss2=6.2890167236328125
Iteration524 loss=5.984231472015381 loss1=0.6933116912841797 loss2=5.290919780731201
Iteration525 loss=6.737452507019043 loss1=0.6926512718200684 loss2=6.044801235198975
Iteration526 loss=6.696506977081299 loss1=0.6931339502334595 loss2=6.003373146057129
Iteration527 loss=7.522423267364502 loss1=0.6927979588508606 loss2=6.829625129699707
Iteration528 loss=7.010538101196289 loss1=0.6927546858787537 loss2=6.317783355712891
Iteration529 loss=7.087481498718262 loss1=0.6936485171318054 loss2=6.393833160400391
Iteration530 loss=7.78584098815918 loss1=0.6926476955413818 loss2=7.093193054199219
Iteration531 loss=6.472721099853516 loss1=0.693242609500885 loss2=5.779478549957275
Iteration532 loss=7.1536359786987305 loss1=0.6941094398498535 loss2=6.459526538848877
Iteration533 loss=7.058512210845947 loss1=0.6929000616073608 loss2=6.365612030029297
Iteration534 loss=7.5323052406311035 loss1=0.6947339773178101 loss2=6.837571144104004
Iteration535 loss=5.106492042541504 loss1=0.6931542158126831 loss2=4.413337707519531
Iteration536 loss=7.1882405281066895 loss1=0.69291752576828 loss2=6.495323181152344
Iteration537 loss=5.682097434997559 loss1=0.6926587820053101 loss2=4.989438533782959
Iteration538 loss=7.005895137786865 loss1=0.6941684484481812 loss2=6.3117265701293945
Iteration539 loss=6.950039863586426 loss1=0.6935347318649292 loss2=6.256505012512207
Iteration540 loss=5.336296081542969 loss1=0.6926448345184326 loss2=4.643651008605957
Iteration541 loss=5.657392501831055 loss1=0.6940537691116333 loss2=4.963338851928711
Iteration542 loss=6.505877494812012 loss1=0.6928305625915527 loss2=5.813046932220459
Iteration543 loss=6.16455602645874 loss1=0.6934534311294556 loss2=5.471102714538574
Iteration544 loss=5.387632369995117 loss1=0.6932507753372192 loss2=4.6943817138671875
Iteration545 loss=7.380126953125 loss1=0.6933395862579346 loss2=6.6867876052856445
Iteration546 loss=6.953356742858887 loss1=0.6933948993682861 loss2=6.25996208190918
Iteration547 loss=7.676390647888184 loss1=0.6936131715774536 loss2=6.9827775955200195
Iteration548 loss=5.578218936920166 loss1=0.6927009224891663 loss2=4.8855180740356445
Iteration549 loss=6.010961055755615 loss1=0.6936846971511841 loss2=5.317276477813721
Iteration550 loss=6.889402389526367 loss1=0.6952897310256958 loss2=6.194112777709961
Iteration551 loss=6.3933587074279785 loss1=0.6925454139709473 loss2=5.700813293457031
Iteration552 loss=6.304240703582764 loss1=0.6917520761489868 loss2=5.612488746643066
Iteration553 loss=6.294764995574951 loss1=0.6936193704605103 loss2=5.6011457443237305
Iteration554 loss=5.833105087280273 loss1=0.6928324103355408 loss2=5.140272617340088
Iteration555 loss=5.719559669494629 loss1=0.6931095719337463 loss2=5.026450157165527
Iteration556 loss=6.045144557952881 loss1=0.6939214468002319 loss2=5.351222991943359
Iteration557 loss=5.651562690734863 loss1=0.6946230530738831 loss2=4.956939697265625
Iteration558 loss=6.374325275421143 loss1=0.6938847899436951 loss2=5.680440425872803
Iteration559 loss=6.86989688873291 loss1=0.6937552690505981 loss2=6.176141738891602
Iteration560 loss=6.615495681762695 loss1=0.6936971545219421 loss2=5.9217987060546875
Iteration561 loss=6.3836989402771 loss1=0.6930113434791565 loss2=5.690687656402588
Iteration562 loss=5.51591157913208 loss1=0.6929787993431091 loss2=4.822932720184326
Iteration563 loss=6.5578999519348145 loss1=0.6930481195449829 loss2=5.864851951599121
Iteration564 loss=6.3913960456848145 loss1=0.6929625272750854 loss2=5.6984333992004395
Iteration565 loss=6.246171474456787 loss1=0.6933141946792603 loss2=5.552857398986816
Iteration566 loss=7.674907207489014 loss1=0.6933330297470093 loss2=6.981574058532715
Iteration567 loss=5.764711380004883 loss1=0.6931235790252686 loss2=5.071587562561035
Iteration568 loss=6.480267524719238 loss1=0.6933599710464478 loss2=5.78690767288208
Iteration569 loss=5.527889251708984 loss1=0.6931729912757874 loss2=4.834716320037842
Iteration570 loss=5.3097147941589355 loss1=0.6933873891830444 loss2=4.616327285766602
Iteration571 loss=6.607478141784668 loss1=0.693321943283081 loss2=5.914155960083008
Iteration572 loss=5.336820602416992 loss1=0.6932411193847656 loss2=4.643579483032227
Iteration573 loss=6.914273738861084 loss1=0.6929365396499634 loss2=6.22133731842041
Iteration574 loss=5.842454433441162 loss1=0.692962646484375 loss2=5.149491786956787
Iteration575 loss=6.843011856079102 loss1=0.6931604146957397 loss2=6.149851322174072
Iteration576 loss=6.90720272064209 loss1=0.6928406357765198 loss2=6.214362144470215
Iteration577 loss=6.92603874206543 loss1=0.6932409405708313 loss2=6.232797622680664
Iteration578 loss=6.707334995269775 loss1=0.6924480199813843 loss2=6.014886856079102
Iteration579 loss=5.924953460693359 loss1=0.6933757066726685 loss2=5.2315778732299805
Iteration580 loss=5.882636547088623 loss1=0.6929612755775452 loss2=5.189675331115723
Iteration581 loss=6.8936238288879395 loss1=0.693143367767334 loss2=6.2004804611206055
Iteration582 loss=5.226276874542236 loss1=0.6931792497634888 loss2=4.533097743988037
Iteration583 loss=6.5607008934021 loss1=0.6925803422927856 loss2=5.8681206703186035
Iteration584 loss=5.948613166809082 loss1=0.6930825710296631 loss2=5.25553035736084
Iteration585 loss=5.155230522155762 loss1=0.693005383014679 loss2=4.462224960327148
Iteration586 loss=6.029605865478516 loss1=0.6926175951957703 loss2=5.33698844909668
Iteration587 loss=5.462771415710449 loss1=0.6931478977203369 loss2=4.769623756408691
Iteration588 loss=6.324824333190918 loss1=0.6932331919670105 loss2=5.631591320037842
Iteration589 loss=6.825172424316406 loss1=0.694068193435669 loss2=6.131104469299316
Iteration590 loss=5.677093505859375 loss1=0.6926196813583374 loss2=4.984473705291748
Iteration591 loss=6.21825647354126 loss1=0.6931740641593933 loss2=5.525082588195801
Iteration592 loss=4.7355241775512695 loss1=0.6930627226829529 loss2=4.042461395263672
Iteration593 loss=6.318928241729736 loss1=0.6928344964981079 loss2=5.626093864440918
Iteration594 loss=5.873440265655518 loss1=0.6936120986938477 loss2=5.17982816696167
Iteration595 loss=5.184478282928467 loss1=0.693550705909729 loss2=4.490927696228027
Iteration596 loss=6.739093780517578 loss1=0.6937360763549805 loss2=6.045357704162598
Iteration597 loss=5.954954147338867 loss1=0.6926127672195435 loss2=5.262341499328613
Iteration598 loss=6.3068413734436035 loss1=0.693841814994812 loss2=5.612999439239502
Iteration599 loss=6.434573650360107 loss1=0.6932691335678101 loss2=5.741304397583008
Iteration600 loss=7.13852596282959 loss1=0.6937543153762817 loss2=6.444771766662598
testacc:0.33219498992795715
Iteration601 loss=7.033823013305664 loss1=0.6940412521362305 loss2=6.339781761169434
Iteration602 loss=5.6601176261901855 loss1=0.693814218044281 loss2=4.96630334854126
Iteration603 loss=5.193795680999756 loss1=0.6934007406234741 loss2=4.500394821166992
Iteration604 loss=6.812248229980469 loss1=0.6929361820220947 loss2=6.119312286376953
Iteration605 loss=6.406554222106934 loss1=0.692864179611206 loss2=5.713690280914307
Iteration606 loss=6.490447521209717 loss1=0.6936541795730591 loss2=5.796793460845947
Iteration607 loss=6.012359619140625 loss1=0.6934033632278442 loss2=5.31895637512207
Iteration608 loss=7.327172756195068 loss1=0.6942524909973145 loss2=6.632920265197754
Iteration609 loss=6.6792497634887695 loss1=0.692631721496582 loss2=5.9866180419921875
Iteration610 loss=5.915739059448242 loss1=0.6931685209274292 loss2=5.222570419311523
Iteration611 loss=5.710360050201416 loss1=0.6927417516708374 loss2=5.017618179321289
Iteration612 loss=6.659811019897461 loss1=0.6932638883590698 loss2=5.966547012329102
Iteration613 loss=6.356618881225586 loss1=0.6934654116630554 loss2=5.663153648376465
Iteration614 loss=6.383108615875244 loss1=0.6936343908309937 loss2=5.689474105834961
Iteration615 loss=6.927301406860352 loss1=0.693041980266571 loss2=6.234259605407715
=======
>>>>>>> parent of c1740606... optimizer
=======
>>>>>>> parent of c1740606... optimizer
